Name,Governor ID,Alliance,Power
ᴾᵁ Dreams,83563824,Ri38,33773132.0
MarieJeAnne,83566332,RX38,29040461.0
MeFiSt0ᶤᶺ,83571282,RX38,40269289.0
dmoniak 93,83594081,#N/A,29825311.0
Driscie,83619899,]t38,42430076.0
belaguu,83636766,Rw38,9633111.0
Cousᶤᶺ,83660407,RX38,38818309.0
M3llow SlimJim,83664660,Ri38,24550731.0
FREEZEDOM,83681926,RX38,32695033.0
Paroquetᶤᶺ,83714282,RX38,42348774.0
Viddik,83773499,RM&W,24538076.0
Kyłe,83956095,Rt38,33544909.0
SEDAT PeKeR,83961633,#N/A,25990266.0
ヤGetLost,84039013,RP38,35272830.0
Moustfa,84061546,RC38,28795753.0
Sophie Maxi,84084376,RX38,30299672.0
ʷDexterXX,84087218,RX38,26330507.0
ᴳᵂKzadé 왕자,84118914,Rw38,30644601.0
Fairy Tough,84184533,Ri38,23729556.0
Cr3epsReborn,84422173,Ri38,30376213.0
ᴹᴰAken,84425529,Ri38,37653024.0
ReignTwo,84449449,Ri38,24039588.0
RagnaRöK,84452211,Ri38,26799467.0
Doctor Magu,84457284,Ri38,32541794.0
Lil ARES,84468452,Rw38,30337780.0
ᴰᴴLil Crony,84468847,Rw38,33603724.0
HoneyCook,84468905,Rw38,28203718.0
Giock,84469048,Ri38,23974930.0
Antź,84472406,Ri38,28941603.0
ACHRAF 07,84480956,Ri38,22984124.0
Jackosville,84482307,Ri38,24786907.0
Z3roCooL,84483050,Ri38,26127964.0
a511a5110000,84483508,Rt38,26030929.0
busdriver01,84489261,]t38,30146054.0
popie the great,84496079,Ri38,24779402.0
liloliks,84500039,Ri38,22448086.0
Wenskiee,84507550,Ri38,41741917.0
綾野居士,84578178,RX38,26975974.0
Adley H,84623577,RP38,32918202.0
ᵛⁿDVHⁿᵛ,84652781,RX38,36486792.0
711 pirate,84665686,Rt38,23736870.0
Slayer X Yan,84721426,RX38,18027462.0
Chipi2021,84863879,Ri38,34440297.0
UmayKhan,84881332,RK38,34678777.0
ZettuS,84895741,Ri38,40825403.0
Zettum,84899781,RX38,31421030.0
Little Jūles,84934733,Ri38,31338553.0
momochï,84981994,Rw38,26256576.0
ᴹᴰ Kanako,84992368,Ri38,24042507.0
ᴹᴰManiLA,84993930,]t38,26035153.0
ᴹᴰSoma,84993931,Ri38,23713853.0
Lemonちゃん,84998606,Rj38,24331787.0
VonLohengramm,85009635,RA38,99591817.0
CơmHeoQuay,85229521,Ri38,32473728.0
ᴼˢGrupeFrait,85261054,RX38,32823856.0
MW Hades21,85349703,RR38,24822788.0
Fehme,85366544,RC38,25425462.0
Salah Dawod,85371359,RC38,28528127.0
ZAFAZ,85445513,Ri38,23842857.0
WeFiSt0ᶤᶺ,85448673,Rg38,27367951.0
乂DEAD MAN乂,85461131,Rt38,28095760.0
Atyaf H,85461302,Rt38,31940287.0
césar le bon,85506145,#N/A,32167687.0
Całî,85689750,RA38,85252800.0
Berserkerシ,85766430,RK38,32733057.0
We7ed khanメ,85773434,RK38,30450631.0
oCcr16,85779450,#N/A,25538280.0
Reaperメ,85790011,Rt38,26893916.0
Cram337,85825206,RA38,81593341.0
R38 Hunter,85832280,Rt38,37590514.0
NAIF EVIL,85880212,RK38,34465825.0
Princeツ,85918614,RX38,33864342.0
チュパ,85942663,RH38,27386970.0
Ali Gátor,86002978,RX38,36076719.0
Sułtąnąツ,86108244,RX38,32850578.0
I Am Brayan,86151634,RX38,31487692.0
ᴬMinnie,86176618,Rw38,35787543.0
Akenkeren2,86238869,[{]t38]]erri ]ribe,24983351.0
IM BLAGUK777,86247358,Rw38,24974066.0
SM Jupiter 98,86290332,PB38,31049828.0
BU Kelly,86518330,Ri38,24995737.0
ロストチャイルド,86570708,RH38,27317394.0
Cro Patria ٚ,86624714,Ri38,25697269.0
JUANJO1,86732270,Rw38,17935883.0
AbuZaki,86883323,Vdcm,27908207.0
ᴿ乂Drughi,87137976,Rt38,30055323.0
Jöss īī,87426831,RK38,34168309.0
DuckInBlack,87481833,Rt38,25072793.0
VR Sage,87615855,RP38,33344932.0
Piяate Jєwєl,87981918,RP38,25525044.0
GweC,87989436,Ri38,25227787.0
LegendsNevaDie,88010657,RB38,30205719.0
TikkaT3,88028769,Rt38,23144849.0
Aom2564,88096540,Rw38,20317337.0
ᴹʳ ŦǤØ,88203498,RP38,35122314.0
Lofted,88318766,Rt38,26571264.0
Lan Thương,88367615,RK38,34386021.0
M3llow Spider,88905382,Ri38,26027386.0
Sir Jacquouille,88919373,rm38,25267568.0
KingDesrt,89179743,Rw38,24431062.0
ARISA OG,8918322,RA38,80218075.0
R  E P L A Y,89230814,RP38,23968971.0
busdriver02,89303794,]t38,27446025.0
supersim,89422675,PB38,23778176.0
GeasLite,89617826,RP38,29253183.0
ᴍʀ Delaney,89893125,Ri38,29555122.0
Serito Кun,89921027,Rt38,20139307.0
z Lạc lạc z,89984847,RN38,25028640.0
Tjoho,90084857,RX38,27827649.0
ProfZebu,90147351,Ri38,30734948.0
D U N K E R,90184186,Ri38,27586665.0
ᴬᵂMalek,90190464,RK38,55014877.0
MW NaMi,90421701,RC38,26678827.0
Sudirman OG,90562328,RX38,27012050.0
I Love 2285,90827038,F38K,26869337.0
MohamadMutasem,90920459,Rg38,25927461.0
Paperkylla,90935992,Rw38,15853170.0
Valkyrie Valara,90940423,Rw38,10585390.0
Kreeholio,90945690,Rw38,16874998.0
RoyParker,90952973,Rw38,21756008.0
Koruoa MINI,91218417,Rw38,25389909.0
DZ  亗  HUNTER,91324773,Rt38,19004072.0
ꜰᴜɴᴋ シ,91345871,RP38,24067242.0
HaeSoö,91384301,RP38,23851148.0
Míck Dundee,91393098,RK38,40128912.0
Ｆ Ｕ Ｒ Ｙ,91404607,Ri38,23421122.0
Moonraiser 2,91433759,#N/A,26125553.0
PIlyo,91434902,RP38,25271399.0
GerNbET,91438459,RB38,24128499.0
lorde edge,91456190,Rw38,25410962.0
B T K,91606916,RX38,33079914.0
city xspd,91938689,LF38,25163445.0
G U E V A R Aツ,92000528,RX38,32797585.0
Nate1 0,92123052,MB00,25669280.0
Raung 4WD,92573671,RX38,25608864.0
KOLAYMAUNG,92688471,Ri38,25219030.0
ᴹᴰjrwn,9322230,Ri38,41344656.0
M3llow AMIR,93578062,Ri38,24455974.0
cháN đờI,93678362,#N/A,25017032.0
Pirate Ørń,94267350,Rt38,20753668.0
EDlT NICKNAME,95303176,Rw38,21639454.0
Scott I武统,95317724,RR38,33270456.0
BatuhanSahinn,95337325,Rt38,20125037.0
Slayer X RexRie,95370607,RX38,19234997.0
Thê Jøkęr,95382558,RX38,23489322.0
Pierrot CEO,95413495,Ri38,23658549.0
M3llow 5010m0n,95449096,Ri38,20873850.0
Nerf ö,95459238,RR38,104593035.0
Dark PİRATE メ,95473038,Rt38,19063416.0
MrFreewind,95476219,RP38,24233924.0
GeNZo SitaRe,95486999,RR38,24407101.0
ᶜʳᵉᵉᴰ,95491469,RM&W,24064601.0
Pirate Scarlett,95492445,Rt38,23917527.0
DevinoxD4th,95540014,Rw38,14325185.0
A7 fold f2P,95544761,RX38,22783091.0
愛麗絲Alíce,95560188,RR38,33617741.0
Sharks2009,95607392,Rw38,25334913.0
LiarsV,95629433,RP38,34485188.0
Trooper Farmer,95636110,RR38,29529872.0
Small Mitsuki,95667863,RA38,24084580.0
Ms Revane,95667881,#N/A,24473598.0
Changé 嫦娥,95668784,RR38,31492268.0
㐅1 cödè ㋛,95673384,RR38,28351749.0
VoidPsycho,95674238,RP38,27514050.0
Trooper 尺ひﾉ,95676053,RR38,24406266.0
Jounin Lima0128,95676117,RK38,17697983.0
mAdzz y҉,95676183,RA38,26526529.0
PapaZiggᴿᴬ,95676360,RA38,22957473.0
Jedi Mätty,95676399,RR38,81233888.0
pirate snowman,95676492,Rt38,15589610.0
Trooper Morenth,95676642,RR38,28977886.0
Baby Lieber,95676651,RP38,45041090.0
FîshGold,95676696,Rt38,20893626.0
Mr Bigfish,95676746,RP38,111350297.0
亗Solo Level,95676757,RR38,26033615.0
Mr Kiraln,95676768,RP38,23840023.0
Brals ᴾᴴ,95677008,RR38,26848667.0
GWENDOLYN POOLE,95677106,RP38,22300236.0
LegendDingus,95677139,RR38,25069113.0
Small Snow,95677201,RR38,22924732.0
Mr GerNbET,95677203,RP38,25866689.0
亗 Mezy,95677291,RR38,27438037.0
Killer X Robobo,95677486,RR38,32198131.0
Ryoujii,95677955,RP38,25459268.0
Mr Lonely Kaoz,95678089,RP38,34760337.0
Killer BKBL4Z3,95678108,Rt38,18840274.0
Mr DrAkEnN,95678322,RP38,18552634.0
裁决Blade,95678399,RP38,33576757.0
xPokerPQ,95678464,RX38,22723589.0
Your Lil Donutz,95678848,RA38,21948022.0
Anbu Andrew,95679756,RK38,29973934.0
Darth Guy,95679932,#N/A,34159532.0
ɪɴsᴀɴᴇ,95680616,RA38,25518860.0
ᴄᴏʀᴘsᴇ,95680750,RA38,24379575.0
MrChunkiebean,95680832,RP38,21735443.0
Mr Ǥuss,95681157,RP38,24422794.0
ッDBッ,95681780,RP38,52262391.0
Trooper Shinyai,95682056,Rw38,18782442.0
I Am Tea,95682829,RK38,36628275.0
Tōkyo,95689782,RP38,23604728.0
Jounin Storm,95698763,RK38,17781693.0
jedijason123,9570341,RP38,19583193.0
Small Yasuo vn,95769419,RA38,28021187.0
Anbu Kyando,95808013,RK38,9616883.0
SD伤心YAHIKO,95822497,RX38,25101720.0
ᴳᴳ Ana,95833977,RP38,22569803.0
ᴹᴰKentttyyy,9589695,Ri38,36365222.0
maLdiTa,95922939,RP38,14180287.0
Baby Ravenx,95936756,RX38,20739982.0
M3llow Set,96004591,Ri38,24195328.0
Slayer X Lukob,96006500,RX38,20595042.0
RikoSaikawa,96007827,RP38,24198178.0
KannaK0bayashi,96008726,RP38,17835937.0
JouninﾒH1R4Mﾒ,96025702,RP38,24352071.0
Trooper Cacimo,96053409,RX38,23101990.0
M3llow FatChub,96054558,Ri38,16578512.0
M3llow Poro,96055460,Ri38,32973301.0
M3llow Adam,96057102,Ri38,19694428.0
ᴺᴼMęrcy,96095459,RR38,25080417.0
xMalcom,96101018,Rw38,25233168.0
Dr AnderStrange,96104411,Rw38,15928928.0
CHANBAOKAN,96105156,RR38,26146203.0
Aɢɴɪ,96119113,RP38,27170419.0
Spider Bøy,96119582,RP38,23603479.0
Q80 HUNTER,96121928,#N/A,27402482.0
Princess Avalie,96126999,Rt38,11257225.0
Pirate Cyclöne,96128033,Rt38,17740087.0
Mr Pëppër,96130927,RP38,16806258.0
virus dz,96130941,RP38,15481183.0
Here Cums Elmo,96131574,Rw38,21837340.0
Pirate McStouty,96139324,Rt38,21611455.0
M3llow Airumi,96140979,Ri38,21759323.0
CaptJackShadow,96143916,Rt38,21390646.0
Nāyeon,96148458,RP38,18169818.0
Rømanoff,96153296,Rw38,14716335.0
Aşhu Maşhu,96161791,Ri38,16917749.0
Jerooooo,96165300,RP38,25246530.0
Boss Paperkylla,96167374,Rw38,18499823.0
M3llow Rod,96170888,Ri38,19672422.0
x  ACE  x,96174821,xACE,25267977.0
Mr neGspoD,96176549,RP38,17411828.0
Lady Nude,96181565,RC38,25441218.0
PrZBeeblebrox,96188922,RR38,27014217.0
Small REnAR,96191138,#N/A,24313529.0
ExileANt,96191862,Ri38,28848891.0
TINApie,96195262,RP38,18243499.0
M3llow Touch,96195946,Ri38,17459623.0
Dotsawnt,96196248,RP38,74365111.0
Thor pipaskat,96197094,Rw38,14378244.0
M3llows Thorgir,96197563,Ri38,20330753.0
x ETH x Farm,96197953,RE38,44748814.0
DoraOriginal,96198317,RR38,24731024.0
Killer X Marco,96199430,RX38,6646280.0
DJ 143,96200352,Ri38,24296724.0
IronMan z4,96200949,Rw38,16762456.0
M3llow IFF,96201419,Ri38,17314375.0
Small JucCy,96201947,Rw38,12657739.0
Trooper Bobo,96201962,RR38,30240249.0
M3llow W44RD,96204359,Ri38,18191864.0
Trooper Clînt,96204648,RR38,31258747.0
Brown Sugar KWT,96204830,RP38,26540318.0
Interim Name,96207548,Rt38,13857596.0
Sheldecksss,96209643,RP38,36027554.0
nøødle,96212053,RE38,23994040.0
Killer Riaz,96212776,Rt38,16135532.0
Midlánèr,96214090,RX38,16474125.0
Slàyer X Uchí,96214479,RX38,17664241.0
Trøøpër LKW,96215472,RR38,33693578.0
lepreal,96216646,RP38,21296416.0
SlayerˣPosty,96216683,RX38,25932655.0
Jounin Rey Vago,96217658,RK38,25833402.0
Scarlgard,96218659,RP38,20345908.0
Craneokid,96219972,RP38,28984095.0
Pᴇʀɪsɪᴋ,96224387,RP38,24076568.0
Pirate Arcane,96224409,Rt38,22753563.0
Pirate kicking,96228988,Rt38,21588099.0
Nicolau07,96229112,RK38,14063179.0
M3llow Dude,96230581,Ri38,23222530.0
Babelou,96233893,Rw38,22008672.0
ᵉᵐᶦ,96234544,RK38,16652478.0
BloodViking57,96234720,RP38,24109352.0
SlayerVannalla,96237983,RX38,26615044.0
M3llow Blawb,96238368,Ri38,17305271.0
Small Bürgerm,96239377,Rw38,16278227.0
Happy Honda,96239466,RP38,12497908.0
Mr Trandom,96240225,RP38,18527617.0
M3llow Treez,96240899,Ri38,22566956.0
Mr TomaHawk,96240941,RP38,16467010.0
Sneaky Link,96241263,RK38,19785439.0
Bl4cK Wid0W,96241549,Rw38,24464686.0
Gilded Goat,96242448,RK38,38057054.0
CaptainFelixᴿ,96242763,Rw38,14254303.0
Jagermiester,96244148,RA38,26295596.0
Falcon Solider,96245101,Rw38,10613431.0
m3llow mannkalo,96245923,Ri38,19270020.0
M3llow Thinker,96246071,Ri38,22780653.0
Under Boss Para,96246383,Rw38,16829666.0
Steelrone,96248420,RP38,16621218.0
Heimam,96249805,RR38,25246453.0
M3llow Tuna,96250012,Ri38,21185798.0
VceN,96253426,Rw38,14342269.0
Dr Ragnarson,96253628,RP38,24874525.0
Jounin Temp,96253645,RK38,20889101.0
Trooper Mox,96254479,Mr38,26384377.0
GangsofWasepur,96254604,Rw38,17190586.0
Ashwillmore,96254835,Rw38,14710625.0
M3llow JCO,96255103,Ri38,13385001.0
Slayer X Morlan,96255688,RX38,26835656.0
M3llow Death,96256699,Ri38,14623814.0
KÖNİGSRASSE,96256955,Rw38,12507077.0
BlēsT,96257100,RP38,51036306.0
Small JMQ,96257326,RA38,26936540.0
M3llow Switch,96258082,Ri38,19573759.0
M3llow hello,96258173,Ri38,20627639.0
MexiSpideyJay,96258521,Rw38,17265419.0
ㅡLIGHTㅡ,96259184,RP38,22096628.0
M3llow Yami,96259471,Ri38,14877896.0
Slayer x yMt3,96259916,RX38,21729852.0
Pirate SOMALIA,96260831,Rt38,18680493.0
Capo Spartanu,96261561,Rw38,12911512.0
M3llow Rëën,96261631,Ri38,15398709.0
master758,96262558,Rw38,14760879.0
Cotton95,96265202,RP38,18698829.0
økills,96265209,Rw38,16402880.0
M3llow Quinton,96265564,Ri38,29443737.0
Jounin Necro99,96267065,RK38,18886184.0
Bully Maguire4,96272103,Rw38,15026169.0
M3llow Linh,96272429,Ri38,24938559.0
KillerX Nnoitra,96273739,#N/A,29749647.0
M3llow Ewert,96273838,Ri38,11974368.0
nr456 Chvaściu,96274309,RP38,23332331.0
K9Nate,96277498,RP38,12747992.0
EntropicMalice,96280450,Rt38,20164289.0
fOLLOWyOURfUN,96282361,RP38,24736724.0
LITE MAN,96285664,Rw38,15871175.0
M3llow ZooTeR,96287173,Ri38,24508373.0
驃騎Amethy,96291019,RR38,30406092.0
Bobopudge,96293177,RP38,17508619.0
QPawnShopDealer,96294305,RR38,25416335.0
headless ripper,96295361,RA38,24041529.0
Kobe00,96297228,RR38,21722968.0
Small Murloc,96298101,Rw38,19207972.0
paul04,96299025,Rw38,24344572.0
Welongsw,96299115,Rw38,20269105.0
M3llow Fast,96312657,Ri38,18447612.0
TigerSosa,96326411,RR38,24907280.0
Slayer X Snakę,96337662,RX38,17980913.0
dik fury,96365102,Rw38,16486441.0
KillerX aloneF,96378030,Rt38,13892883.0
M3llow Frîja,96399935,Ri38,18246566.0
TeMeHb,96410358,Rw38,23819263.0
PirateShinyJack,96424810,Rt38,13430986.0
乄Pirate Val,96427511,Rt38,16344995.0
Slayer X Teavis,96429615,RX38,15155802.0
Trooper cBЯToU,96464896,RR38,25649836.0
Psychologyst,96471500,RP38,15293387.0
KAITx Kz,96482453,Rw38,19091459.0
F2P Dealerr,96486128,RR38,21694942.0
义Kakaroto义,96502129,F38i,105466551.0
〤Amskit〤,96547985,RP38,27428087.0
〤MôSsMô〤,96549640,Rg38,26401795.0
M3llow Silence,96553958,Ri38,20484375.0
ßRÉÉŽŸ,96558455,RR38,45473381.0
Vivadiva,96566351,RR38,68248553.0
义Pillow义,96569933,RK38,35155128.0
Shahrivar,96577092,RY38,25173171.0
M3llow 7empest,96581509,Ri38,16710463.0
Pirate Kyozelia,96583489,Rt38,16745519.0
M3llow TNT,96593085,Ri38,24351621.0
Davy Chajones,96595307,Rt38,17259296.0
Pirate beaver,96603070,Rt38,18553618.0
Trooper Aomlove,96616712,RR38,26262290.0
ÁltairSTARS,96617124,Rw38,15831019.0
SlayerˣCaboツ,96625552,RX38,21457303.0
Pirate cass,96645283,Rt38,19773078.0
SlayerXSkipper,96650925,RX38,18806865.0
Slayer Kowalski,96653681,RX38,22093279.0
MoRpehh,96675956,RR38,27352166.0
Pirate Ryōta,96700452,Rt38,19024646.0
Kuzäッ,96708632,RK38,36438179.0
PirateMatuPatu,96776653,Rt38,21053829.0
TilValhallaa,96970314,RP38,22111451.0
I AM STIK,97061961,RP38,24057828.0
父SɦǟʀҜ父,97075355,Rt38,20315733.0
Mr BushCyrix,97078494,RP38,61592459.0
SwordsManZoro,97086973,Rw38,16869833.0
Chuunin Swag,97091387,RK38,13684359.0
Groot DK,97091638,Rw38,23662977.0
Q U E E N I E E,97101811,RA38,18519660.0
Small SupDup,97102262,RA38,45680633.0
Trooperkamikaze,97121989,Rw38,23146579.0
Mr sheaffer,97123715,RP38,19372554.0
Trooper Mal,97125033,Rt38,26795325.0
THOR 27PH,97125698,Rw38,15774470.0
亗Āmë,97127787,RR38,26092836.0
Small Odin,97144363,RA38,21489355.0
Miss Chemical,97160911,Rw38,14207951.0
M3llow Khęprį,97175946,Ri38,14044233.0
Jota San,97184158,RA38,20340042.0
CaptEarl,97194125,Rw38,13042031.0
Trooper Luffy,97201220,Rw38,17436561.0
SilverSurferz,97206229,RP38,22207241.0
WraithShot,97223990,RA38,19128995.0
Lethal Pirate,97224201,Rt38,13265119.0
Pirate SM00th,97250821,Rt38,22304533.0
Jarvis Ztech,97287877,Rw38,16949482.0
Miss Riah Swann,97387239,Rt38,11976409.0
ImAnRSoul,97435707,Ri38,24168971.0
M3llow Row,97465809,Ri38,43779282.0
Ᵽinkie,97560016,RR38,26871832.0
Murdøc,97560095,RR38,30264492.0
M3LLOW SQUIRREL,97642297,Ri38,27760690.0
Louylou,9771821,RK38,62848193.0
乄Daver乄,9775721,RK38,48820406.0
Ørney,97822225,RX38,24666448.0
GIYU T0MI0KA,97830892,RP38,40680119.0
minero21,98013414,Ri38,68949773.0
DE4DPO0L,98020847,Rw38,17470553.0
ㅤPirate  Peace,98091482,Rt38,20107332.0
D3VYN,98226089,Rw38,20683759.0
BLACKVAGOAL,98398193,Rw38,17344426.0
Will Tuga III,99203747,Rt38,16610421.0
Blueberriesi,99283317,Ri38,23900540.0
Slayer ˣPēēp,99495030,RX38,20948478.0
ItsAki,9957322,RX38,84036917.0
